Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;CRED_INICIAL;MOD_CREDITO;C_DEFINITIVO;C_AUTORIZADO;C_DISPUESTO;OBL_RECONOC
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;108364;0;108364;61972,68;61972,68;61972,68
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;16394;0;16394;9887,03;9887,03;9887,03
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;62359;0;62359;37491,33;37491,33;37491,33
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;20400;0;20400;11125,38;11125,38;11125,38
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12006;TRIENIOS;4202;0;4202;3330;3330;3330
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;11999;0;11999;7338,24;7338,24;7338,24
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;29195;0;29195;17349,6;17349,6;17349,6
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;1835;0;1835;1382,24;1382,24;1382,24
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;9806;0;9806;5947,9;5947,9;5947,9
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;51843;0;51843;33443,57;33443,57;33443,57
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;22601;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;4905;0;4905;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;10000;0;10000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;1000;0;1000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;23000;DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO;1000;0;1000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;1000;0;1000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;23100;G.VIAJE M. ÓRGANOS GBNO.;2000;0;2000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;23120;GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO;2000;0;2000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;245910;0;245910;144371,58;144371,58;144371,58
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;49182;0;49182;27739,65;27739,65;27739,65
